mem_no,mem_id,mem_sex,mem_age,mem_loc,mem_birth_ddi,mate_blood,pf_ins_yn,mbti_code,food_cat,concn
1632522,NEU5,f,29,h,1,2,y,ESFP,western korean japanese,0.0
1632597,GyXt,m,26,k,4,2,y,INFJ,western korean,0.0
1632693,3rHS,f,37,i,5,1,y,ISFP,western etc korean japanese,0.0
1632697,2jGj,m,29,l,1,2,y,ISFP,western japanese,0.0
1632720,tlXF,m,33,i,9,4,y,INTJ,western korean japanese,0.0
1632766,cefN,f,37,g,5,3,y,ENFP,etc korean japanese,0.0
1632769,NMxw,m,30,c,0,2,y,ENTJ,etc korean japanese,0.0
1632832,9GKf,m,39,j,3,1,y,ENFP,korean,0.0
1632858,OS6b,m,35,h,7,1,y,INFP,korean,0.0
1632903,ikme,m,32,c,10,3,y,INFP,korean,0.0
1632906,fuGy,m,38,f,4,2,y,INFJ,western korean japanese,0.0
1632935,E7pH,m,36,b,6,1,y,ISFJ,western,0.0
1633025,7UEt,m,39,b,3,2,y,ISTP,western korean japanese,0.0
1633036,gRRR,f,39,o,3,2,y,ISTJ,western korean japanese,0.0
1633039,8a4c,m,35,b,7,2,y,ENTJ,korean chinese dessert,0.0
1633040,vix9,m,35,n,7,1,y,INFJ,western japanese,0.0
1633068,Fy2J,m,36,d,6,1,y,ENFP,western korean japanese,0.0
1633150,E7SO,m,37,c,5,2,y,ENFJ,chinese korean,0.0
1633166,2SIw,m,30,j,0,1,y,ISFP,western korean japanese,1.0
1633170,RTCo,m,33,f,9,2,y,INFP,western korean japanese,0.0
1633185,bQeQ,m,36,i,6,3,y,INFP,western chinese korean japanese,0.0
1633197,q6aM,f,26,i,4,1,y,INTP,western korean chinese dessert,0.0
1633217,Dg1Q,m,38,e,4,3,y,ENFP,korean japanese,0.0
1633225,iW4A,f,32,b,10,3,y,ISTJ,western korean japanese,0.0
1633256,kLty,m,33,z,9,1,y,INTJ,korean,0.0
1633274,inIr,m,26,b,4,2,y,ENFJ,western chinese korean japanese,0.0
1633302,PXw3,m,38,f,4,1,y,INFJ,western korean japanese,0.0
1633312,cYwD,m,32,l,10,4,y,INTP,korean japanese,0.0
1633313,hOHz,m,28,f,2,3,y,ISFJ,western chinese korean japanese,0.0
1633321,Bwl9,m,38,l,4,1,y,INFP,western chinese korean japanese,0.0
1633356,Ha3o,m,38,b,4,4,y,ENFJ,dessert korean western etc japanese,0.0
1633376,j1Wb,m,26,b,4,3,y,ISFP,western korean japanese,0.0
1633430,cS6V,m,22,n,8,2,y,ENFJ,western korean chinese dessert,0.0
1633452,A7vs,m,31,b,11,2,y,ISFJ,western dessert japanese,1.0
1633488,nFxd,f,26,b,4,2,y,ENFJ,dessert japanese,0.0
1633499,39EE,m,34,e,8,2,y,INFP,korean chinese dessert japanese,0.0
1633509,SlcE,m,39,m,3,2,n,ENFP,western dessert japanese,0.0
1633799,sz0m,f,36,i,6,3,y,ESFJ,western etc korean japanese,0.0
1633806,MYRN,f,38,c,4,2,y,ESTP,japanese,0.0
1633898,ktLZ,m,31,b,11,3,y,INFJ,etc korean japanese,0.0
1633903,olCa,m,35,e,7,4,y,ISFP,japanese,0.0
1633924,LwLC,m,37,l,5,2,y,ESTJ,korean,0.0
1634039,dl7S,m,33,a,9,1,y,ENFJ,western korean dessert japanese,0.0
1634041,bN2p,m,39,p,3,2,y,INFP,chinese korean japanese,0.0
1634054,mmb8,m,32,n,10,3,y,INFP,western japanese,0.0
1634071,eMcS,f,34,k,8,1,y,ISTJ,korean japanese,0.0
1634088,RR4l,m,32,n,10,1,y,INTP,western dessert,0.0
1634113,GDfQ,f,29,b,1,3,y,INFP,western korean dessert japanese,0.0
1634170,Afwp,m,36,h,6,1,y,INFJ,western etc chinese japanese,0.0
1634173,sraX,m,38,b,4,1,y,ESFJ,chinese korean,0.0
1634177,K4Wp,m,35,d,7,3,y,INFP,western japanese,0.0
1634213,jXwo,m,34,i,8,4,y,ENFP,western etc korean japanese,1.0
1634236,k3hd,m,29,o,1,1,y,ENFP,western dessert japanese,0.0
1634251,8Slg,f,33,b,9,1,y,ESFP,western korean japanese,0.0
1634320,mJS1,m,26,b,4,1,y,INFJ,dessert japanese,0.0
1634368,Vy40,m,39,h,3,2,y,INFP,western korean japanese,0.0
1634396,lAFG,m,25,b,5,3,y,ISFJ,chinese korean japanese,0.0
1634411,85GG,m,32,k,10,2,y,INFP,western chinese korean,0.0
1634418,OKbj,m,32,p,10,1,y,INFP,western chinese korean japanese,0.0
1634448,mChC,m,39,b,3,1,y,ENFP,western etc korean japanese,0.0
1634458,wDAM,f,36,h,6,3,y,ESFJ,western etc chinese korean,0.0
1634584,whzu,m,38,b,4,1,y,INFP,western korean japanese,0.0
1634604,pK80,m,36,k,6,1,y,ISFJ,japanese,0.0
1634621,Ga3a,m,37,i,5,2,y,INTJ,western chinese korean japanese,0.0
1634639,c9bJ,m,34,i,8,2,y,ISTJ,western etc korean japanese,0.0
1634756,hCyS,m,26,b,4,3,y,INFP,korean japanese,0.0
1634768,qvWe,f,38,i,4,3,y,INFP,western etc korean japanese,0.0
1634776,H6xn,f,30,k,0,1,y,INTJ,korean,0.0
1634822,C5Zz,m,35,l,7,2,y,ISFJ,chinese korean,0.0
1634876,4nXj,m,36,i,6,3,y,INTP,western korean japanese,0.0
1634887,xeJC,m,32,o,10,1,y,INFP,western chinese korean japanese,0.0
1634891,11U3,m,33,l,9,1,y,INFP,korean,1.0
1634937,G4Gt,m,38,b,4,2,y,ESFP,western etc korean,0.0
1634991,z9MJ,f,39,h,3,3,y,INFP,western japanese,0.0
1635005,ywfF,m,27,b,3,3,y,INFJ,western korean,0.0
1635022,o4re,m,28,g,2,1,y,ENFP,chinese korean japanese,0.0
1635070,gxU2,m,32,l,10,3,y,ENFJ,western dessert,0.0
1635073,vHAy,m,39,h,3,3,y,ENFP,western chinese korean japanese,0.0
1635102,VLuW,m,29,b,1,4,y,ISFP,western korean,0.0
1635129,9llJ,f,36,h,6,3,y,ISTP,western etc chinese korean,0.0
1635244,YhXg,f,38,e,4,2,y,ESFP,etc korean japanese,0.0
1635245,rke0,m,35,b,7,2,y,ISFP,western japanese,0.0
1635316,CsUd,m,32,f,10,1,y,ENFP,western chinese,0.0
1635336,9d07,m,33,b,9,1,y,ISFP,chinese korean japanese,0.0
1635339,Fhoi,m,36,i,6,2,y,ENFJ,western chinese korean japanese,0.0
1635362,rUoR,f,28,j,2,2,y,INFP,etc korean japanese,0.0
1635371,Fjih,f,35,i,7,2,y,ISTJ,western etc dessert japanese,0.0
1635433,AvNY,m,36,a,6,3,y,ENTP,western chinese japanese,0.0
1635441,x4L7,m,31,b,11,3,y,INFJ,korean dessert japanese,0.0
1635468,5Mip,m,36,b,6,4,y,INFP,western chinese korean japanese,0.0
1635518,z98q,f,35,h,7,4,y,ISFP,western korean dessert japanese,0.0
1635556,Ebi9,m,32,b,10,3,y,ESTJ,korean western dessert,0.0
1635620,x6Xi,m,31,n,11,1,y,INFJ,korean western dessert japanese,0.0
1635624,Died,m,38,p,4,4,y,ENFJ,dessert korean japanese,0.0
1635644,bq8k,m,39,b,3,3,n,INFP,western korean dessert japanese,0.0
1635661,8DgR,f,30,g,0,1,y,ISFJ,western etc chinese japanese,0.0
1635670,F0Jx,f,38,f,4,1,y,INFP,japanese,0.0
1635675,Lsmj,m,36,j,6,2,y,ENFJ,dessert korean western chinese japanese,0.0
1635703,qtm8,m,34,i,8,2,y,ISFP,western korean chinese dessert,0.0
1635721,dBZW,f,31,i,11,2,y,ENTJ,etc chinese korean japanese,0.0
1635772,e3I3,f,36,i,6,4,y,ESFP,western korean,0.0
1635799,OQqZ,f,30,b,0,2,y,INFP,etc korean,0.0
1635816,NU2W,m,39,b,3,2,y,ISFP,western korean,0.0
1635829,Mt9p,f,35,k,7,1,y,INTJ,western korean japanese,0.0
1635869,lCRV,f,38,b,4,1,y,INFP,western,0.0
1635870,aTPb,m,38,b,4,2,n,INFP,etc korean japanese,0.0
1635897,jowj,m,29,b,1,2,y,INTP,western korean japanese,0.0
1635949,Xi7C,m,36,f,6,2,y,INFJ,western chinese korean japanese,0.0
1636095,c3ax,m,30,a,0,2,y,ESFP,western chinese korean japanese,0.0
1636109,Pbd7,m,38,l,4,2,y,INFP,western korean japanese,1.0
1636111,FRDe,m,35,b,7,3,y,INFP,western korean,0.0
1636160,o1lX,f,38,o,4,2,y,INFP,western etc korean japanese,0.0
1636167,rj98,m,38,c,4,1,y,ENFJ,korean,0.0
1636168,tsz6,m,32,i,10,3,y,INTJ,western chinese korean japanese,0.0
1636206,n0Yl,f,39,d,3,2,y,INTP,western chinese korean japanese,0.0
1636275,kPS3,m,39,n,3,2,y,ISFP,chinese korean japanese,0.0
1636285,IZQE,m,37,i,5,3,y,ISFP,western japanese,0.0
1636337,z7oe,m,33,b,9,2,y,INFJ,western etc korean,0.0
1636397,uoWv,f,28,e,2,4,y,INTP,western korean japanese,0.0
1636427,U7Kz,f,34,f,8,2,y,INFP,chinese japanese,1.0
1636442,EPx6,m,36,m,6,3,n,ISFP,western chinese japanese,0.0
1636463,xawG,f,31,i,11,2,y,ENFP,korean japanese,0.0
1636529,lWOb,f,26,b,4,1,y,INTP,korean,0.0
1636576,drl1,m,39,b,3,1,y,ISFP,western korean japanese,0.0
1636591,s9Gt,m,39,k,3,3,y,ENFP,western etc japanese,0.0
1636592,Fsux,m,33,l,9,1,y,INFJ,etc korean japanese,0.0
1636628,wcx0,f,32,f,10,3,y,INFJ,western japanese,0.0
1636740,Kzgw,m,36,p,6,4,y,ISFP,korean,0.0
1636744,jLdj,m,37,l,5,2,y,ENFJ,korean western chinese etc japanese,0.0
1636767,28BO,m,39,b,3,1,y,ENFJ,western chinese korean japanese,0.0
1636842,0zGU,m,32,d,10,4,y,ISFP,chinese korean japanese,0.0
1636877,HNLs,m,26,h,4,2,y,ESFP,western chinese korean japanese,0.0
1636893,QCs7,m,35,i,7,4,y,INFJ,western korean japanese,0.0
1637072,59da,m,34,p,8,4,y,ENFP,japanese,0.0
1637077,6wdD,f,37,d,5,1,y,ESFP,western dessert japanese,0.0
1637100,AbX5,f,37,f,5,1,y,ENFJ,western korean japanese,0.0
1637144,iKJp,f,39,a,3,3,y,INFJ,korean,0.0
1637174,F863,m,27,e,3,3,y,ESFJ,western korean dessert japanese,0.0
1637178,5eZ9,m,33,i,9,1,y,ENFJ,western japanese,0.0
1637201,whuF,f,36,b,6,1,y,INFP,chinese korean japanese,0.0
1637244,qmaU,f,27,b,3,1,y,ENFJ,korean,0.0
1637271,ilzS,m,39,i,3,1,y,ENTP,western chinese japanese,0.0
1637287,n19e,f,24,h,6,1,y,ESFJ,western korean chinese dessert,0.0
1637386,At51,f,35,i,7,1,y,ISFP,western korean japanese,0.0
1637424,8ZuN,m,30,k,0,3,y,ISFP,korean,0.0
1637433,o0R9,m,37,b,5,2,y,INFJ,western,0.0
1637447,43sd,m,36,i,6,2,y,INFJ,western japanese,0.0
1637449,8pKO,f,29,b,1,3,y,INFP,western,0.0
1637468,LGdW,m,30,f,0,3,y,ISFP,japanese,0.0
1637521,A9A9,m,31,q,11,3,y,ISFJ,western korean japanese,0.0
1637577,gcQ0,m,38,n,4,3,y,INFP,chinese,0.0
1637658,avMv,m,27,o,3,1,y,INFP,chinese korean japanese,1.0
1637703,a2zL,m,39,b,3,3,y,ESFP,korean japanese,0.0
1637708,ICGv,m,31,b,11,3,y,ISFJ,korean dessert japanese,1.0
1637754,zKVE,m,35,b,7,3,y,INFP,western korean japanese,0.0
1637767,8hrN,m,26,p,4,2,y,ENFP,western korean,0.0
1637846,lRzt,m,35,z,7,2,y,ISFP,korean japanese,0.0
1637887,jR7e,m,35,l,7,2,y,INFP,western chinese korean japanese,0.0
1637915,sa4X,m,36,b,6,2,y,ISFP,western chinese korean,0.0
1637967,UEL0,m,36,i,6,1,y,ENFP,western chinese korean japanese,0.0
1637981,fx1m,f,38,n,4,3,y,ESFJ,japanese,0.0
1638010,Bx9p,m,37,o,5,3,y,ENTP,western chinese korean,0.0
1638030,ysbN,f,31,k,11,3,y,ESFP,western korean japanese,0.0
1638050,XbjT,f,37,n,5,2,y,ISTJ,western korean japanese,0.0
1638071,NOJH,m,31,i,11,2,y,ENFJ,western korean japanese,0.0
1638212,2Lxv,f,21,k,9,3,y,ENFP,western dessert,0.0
1638237,K5PQ,f,38,h,4,3,y,INFJ,etc korean japanese,0.0
1638271,aa7G,f,36,i,6,2,y,INFP,western chinese korean japanese,0.0
1638273,uMqG,m,38,n,4,4,y,INFJ,chinese,0.0
1638426,tlF0,f,37,k,5,3,n,ISFJ,korean western dessert japanese,0.0
1638477,MtZm,m,36,i,6,1,y,ESFJ,western korean japanese,0.0
1638482,fDf5,f,35,b,7,4,y,INFP,western korean dessert japanese,0.0
1638532,gCm2,m,38,e,4,3,y,ENFJ,western chinese korean,0.0
1638558,b16h,m,39,i,3,2,y,ISFP,chinese korean,0.0
1638584,g3NW,m,39,o,3,1,y,ISFP,western,0.0
1638601,agin,f,30,g,0,2,y,ESFP,etc chinese korean japanese,0.0
1638614,VRcp,m,38,b,4,2,y,INFJ,korean,0.0
1638642,edAV,m,27,g,3,4,y,INFP,western korean dessert japanese,0.0
1638656,VvAe,m,37,i,5,3,y,INTJ,western chinese korean japanese,0.0
1638684,5nb2,m,35,k,7,2,y,INTP,western,1.0
1638689,CQ6W,m,32,m,10,3,y,INTJ,western korean japanese,0.0
1638697,Gjnd,f,38,b,4,4,y,INFP,western etc japanese,1.0
1638743,1Xku,m,28,g,2,3,y,ENTP,western korean japanese,0.0
1638744,I9oW,m,38,i,4,1,y,ENFP,western korean japanese,0.0
1638752,pedN,m,39,b,3,1,y,INFJ,korean,0.0
1638800,ZKwd,m,32,i,10,2,y,INFP,western chinese korean japanese,0.0
1638807,OZw1,f,38,b,4,3,y,ESFP,dessert korean western chinese japanese,0.0
1638826,Iud4,m,30,b,0,1,y,ESFJ,dessert korean western chinese japanese,0.0
1638836,zEtw,m,26,i,4,3,y,INFP,western korean dessert japanese,0.0
1638841,Iu6Q,f,35,i,7,2,y,ESFJ,dessert korean western chinese japanese,0.0
1638851,BlGu,m,39,p,3,3,y,ENFJ,chinese korean japanese,0.0
1638896,lUFX,m,36,b,6,2,y,ENTP,chinese korean japanese,0.0
1638966,l6MN,f,20,c,10,2,y,ENFJ,western dessert japanese,0.0
1639005,zaeW,m,38,z,4,4,y,ISTP,chinese korean japanese,0.0
1639023,kdbl,f,39,b,3,3,y,ISFP,western japanese,0.0
1639134,oxrI,m,28,j,2,2,y,ESFJ,western korean dessert japanese,1.0
1639135,STPs,m,39,o,3,3,y,INFP,western chinese japanese,0.0
1639222,cVGu,m,30,k,0,3,y,INFP,korean japanese,0.0
1639253,ozSa,m,30,o,0,1,y,ESTJ,western chinese korean japanese,0.0
1639262,o7nz,m,34,k,8,3,y,INFP,western chinese dessert japanese,0.0
1639264,KhDR,m,33,i,9,3,y,ISFJ,etc korean japanese,0.0
1639286,kgGH,f,29,l,1,2,y,ESFP,western chinese korean japanese,0.0
1639290,Zvwl,m,36,h,6,3,y,ESFP,western korean japanese,0.0
1639332,Sx8L,m,34,h,8,1,y,INFJ,western korean japanese,0.0
1639394,nbO7,m,32,b,10,2,y,INFP,western chinese japanese,1.0
1639428,0IFP,m,31,e,11,3,y,INFP,korean dessert japanese,0.0
1639436,EZyq,m,32,i,10,1,y,ENFJ,western etc korean,0.0
1639441,0lso,m,33,l,9,2,y,INTJ,western,0.0
1639462,yEtU,m,37,h,5,3,y,ISFP,chinese korean japanese,0.0
1639485,HkWL,f,27,b,3,1,y,ENFJ,korean,1.0
1639505,bsSm,m,29,h,1,1,y,INFP,dessert japanese,0.0
1639547,RMka,m,28,p,2,4,y,INFP,chinese korean japanese,1.0
1639559,CSbf,f,34,b,8,3,y,ENFP,western korean japanese,0.0
1639573,sF9D,f,39,b,3,3,y,ENFP,western,1.0
1639599,JjDI,m,37,p,5,2,y,ENFJ,chinese korean japanese,0.0
1639630,3kNh,m,39,b,3,4,y,INFJ,western korean,0.0
1639666,HYvM,m,35,m,7,2,y,INTP,western chinese korean japanese,1.0
1639668,Z0AQ,m,32,b,10,2,y,INFP,western dessert,0.0
1639676,T72g,f,39,i,3,4,y,INFP,korean japanese,0.0
1639746,Bc6l,f,37,n,5,2,y,ISFJ,japanese,0.0
1639757,0ppV,m,36,n,6,2,y,ISFP,western chinese,0.0
1639767,nHUA,f,37,i,5,3,y,INFP,dessert korean chinese etc japanese,0.0
1639871,jeD6,f,29,d,1,2,y,ISTJ,western dessert japanese,0.0
1639894,UCqL,m,33,b,9,3,y,INFJ,western chinese korean japanese,0.0
1639969,FdXm,f,39,b,3,2,y,INFP,korean,0.0
1639970,v9lE,m,37,i,5,3,y,ESFP,western korean,0.0
1639971,ysqY,m,36,c,6,3,y,INFP,western japanese,0.0
1640033,JhEl,m,32,b,10,1,y,ENFJ,western korean chinese dessert,0.0
1640035,tGKE,m,39,b,3,1,y,ISTJ,western chinese korean japanese,0.0
1640090,yIYg,m,23,f,7,1,y,INFP,western chinese korean,0.0
1640120,lPB0,f,27,i,3,2,y,ENFP,western chinese korean japanese,0.0
1640121,jAuE,f,38,i,4,3,y,ISFJ,western japanese,0.0
1640162,YXwG,m,34,h,8,1,y,ISFP,western korean japanese,0.0
1640170,WhBf,m,39,o,3,3,y,ENFJ,korean,0.0
1640180,t3RO,f,36,a,6,2,y,ISTJ,western japanese,0.0
1640267,oZpI,m,34,b,8,2,y,ESFJ,korean japanese,0.0
1640274,cWMg,f,35,b,7,2,y,ENTP,western korean japanese,0.0
1640372,AMKM,f,36,i,6,2,y,INTP,western etc korean japanese,0.0
1640389,OS2S,f,31,b,11,2,n,ENTP,western korean dessert etc,0.0
1640398,xwmM,m,36,b,6,3,y,ISFP,western etc korean,0.0
1640443,JWgq,m,38,h,4,1,y,ENFP,western korean japanese,0.0
1640490,4y1h,m,31,c,11,3,y,INTP,western korean japanese,0.0
1640582,bJ6q,f,27,o,3,3,y,INFP,western korean japanese,0.0
1640620,wF9I,f,36,b,6,2,y,ESFP,western,0.0
1640624,dHa0,f,36,h,6,3,y,INFP,western korean,0.0
1640670,4pen,f,33,a,9,2,y,ENFP,western korean japanese,0.0
1640695,dwbA,f,38,h,4,1,y,ENTP,korean,0.0
1640699,njYU,m,35,f,7,1,y,INTJ,western chinese korean,0.0
1640719,CHAn,m,30,b,0,1,y,INFP,western korean dessert japanese,0.0
1640771,vu9a,f,29,k,1,2,y,ENTJ,korean etc dessert japanese,0.0
1640777,0GsV,m,34,c,8,1,y,INFP,western korean japanese,0.0
1640795,pcxN,m,28,d,2,2,y,INFJ,western korean japanese,0.0
1640822,4gM5,m,37,b,5,2,y,ENFJ,western chinese korean japanese,0.0
1640866,FPZg,f,36,f,6,1,y,ENFJ,western etc korean,0.0
1640867,aq4g,m,32,i,10,3,y,INFP,dessert korean western chinese japanese,0.0
1640880,kZ8P,m,38,d,4,1,y,ENFP,western japanese,0.0
1640886,OSCS,m,34,j,8,3,y,ENTP,western korean japanese,0.0
1640940,KZtV,m,30,b,0,1,y,ISFJ,western etc korean japanese,0.0
1640946,rQ6P,m,39,i,3,2,y,INFJ,western chinese korean japanese,0.0
1640949,JMxb,m,34,h,8,1,y,INTJ,western etc japanese,0.0
1640957,OEn0,m,37,b,5,2,y,ISFP,western korean japanese,0.0
1640975,AUeT,m,38,d,4,1,y,ISFP,western korean,0.0
1640990,uTaT,m,31,o,11,2,y,ESFJ,western korean japanese,0.0
1641006,si5i,m,37,c,5,2,y,ESFP,chinese korean japanese,0.0
1641024,J0Sd,f,28,b,2,2,y,ESFJ,chinese korean,0.0
1641079,2sh4,f,26,d,4,2,y,INTP,korean japanese,0.0
1641122,sjLg,m,37,i,5,3,y,INTJ,western chinese japanese,0.0
1641161,uMsq,m,34,i,8,1,y,INFP,western etc korean japanese,0.0
1641179,TxOf,f,35,i,7,4,y,INFP,korean chinese dessert,0.0
1641257,koj9,f,38,i,4,3,y,INTP,korean,0.0
1641302,NRCT,m,37,b,5,3,y,ENTP,western chinese korean japanese,0.0
1641379,Qdc0,m,39,n,3,1,y,INFP,chinese korean japanese,1.0
1641384,WGKy,f,33,h,9,2,y,ISTP,western japanese,0.0
1641532,cEKM,m,39,p,3,1,y,ENFP,korean japanese,1.0
1641544,O88N,m,30,c,0,2,y,ENFJ,western etc korean,0.0
1641559,zOUe,m,32,a,10,1,y,ESFJ,korean,0.0
1641580,eoeZ,m,31,b,11,3,y,ENTJ,western chinese korean japanese,0.0
1641583,I2MN,f,37,b,5,2,y,ENFP,korean western dessert japanese,0.0
1641595,ZU8b,m,31,i,11,2,y,ISFJ,western chinese dessert japanese,0.0
1641611,u1Rm,m,37,h,5,3,y,ENFP,western chinese korean,0.0
1641643,qTLC,m,37,b,5,3,y,ESFJ,western etc korean japanese,0.0
1641645,6oLl,m,36,j,6,3,y,ISFJ,western chinese korean,0.0
1641658,YrHU,f,36,l,6,1,y,ISFJ,western korean japanese,0.0
1641736,N3Xo,f,28,i,2,1,y,ESFJ,western dessert,0.0
1641738,wsG4,m,39,n,3,4,y,INTJ,western korean,0.0
1641743,4F85,m,36,a,6,3,y,INFP,western korean japanese,0.0
1641804,bhy6,m,39,o,3,3,y,ISFJ,western chinese korean japanese,0.0
1641844,wtFS,m,34,b,8,3,y,ESFJ,western korean japanese,0.0
1641862,dXMk,m,33,i,9,4,y,INFJ,western chinese korean japanese,1.0
1641878,qkPp,f,23,b,7,1,y,INFJ,dessert,0.0
1641895,tCob,f,27,i,3,2,y,INFP,western dessert japanese,0.0
1641903,NOd8,m,28,b,2,2,y,ENFJ,dessert korean western etc japanese,0.0
1641906,lEwH,m,30,b,0,1,y,INFJ,chinese korean japanese,0.0
1641922,iQHI,f,33,g,9,2,y,ISTP,western korean dessert japanese,0.0
1641928,UpQV,m,34,n,8,4,y,ESFP,etc korean japanese,0.0
1641975,SZpJ,m,39,b,3,2,y,ESFJ,western chinese,0.0
1642012,5E0q,m,36,b,6,3,y,ESFP,western korean,1.0
1642117,wkaT,m,36,b,6,3,y,ENFJ,dessert korean western chinese japanese,0.0
1642140,P2r7,m,26,f,4,2,y,INTJ,western chinese japanese,0.0
1642152,072M,f,36,d,6,3,y,ESFJ,etc korean,1.0
1642183,QM8s,f,37,b,5,3,y,INTJ,western japanese,0.0
1642196,tl3I,m,37,i,5,2,y,ENFP,western korean japanese,0.0
1642197,7Okb,f,27,i,3,2,y,ESTJ,western dessert japanese,0.0
1642237,mXGQ,f,32,f,10,1,y,INFP,western,0.0
1642286,LXBF,m,30,b,0,4,y,INFJ,western chinese korean,1.0
1642305,7SLQ,m,22,k,8,4,y,INFP,chinese japanese,0.0
1642311,guz3,f,37,i,5,1,y,ESFJ,etc dessert korean japanese,0.0
1642341,MtTL,f,23,h,7,3,y,ISFJ,western korean japanese,0.0
1642380,foyR,m,34,i,8,1,y,ENTJ,western etc chinese korean,0.0
1642415,YZRE,f,37,i,5,1,y,ISFP,etc chinese korean japanese,0.0
1642544,bO4e,m,25,b,5,2,y,ESFJ,western korean japanese,0.0
1642565,oktI,m,39,j,3,3,y,ENFJ,western korean japanese,0.0
1642569,7I4h,f,32,b,10,1,y,ISTP,western japanese,0.0
1642603,sjnl,m,35,f,7,1,y,ESTJ,western korean japanese,0.0
1642638,xgUK,f,37,c,5,4,y,ENTJ,western korean japanese,0.0
1642643,ZZLn,m,36,b,6,1,y,ENFP,western chinese korean japanese,1.0
1642694,NpDw,m,30,b,0,1,y,ENTP,western korean japanese,0.0
1642724,4LOg,m,34,k,8,3,y,ESFJ,western korean japanese,0.0
1642752,C3tg,m,35,b,7,2,y,INTP,chinese japanese,0.0
1642759,Ij7A,f,30,b,0,3,y,ENFJ,korean dessert japanese,0.0
1642816,1pMZ,f,26,c,4,1,y,ESFP,western korean japanese,0.0
1642826,e3xR,f,32,b,10,2,y,INTJ,western korean,0.0
1642873,1IvU,m,38,e,4,1,y,INFP,western chinese korean,0.0
1642909,ozNJ,m,29,b,1,2,y,INFP,western korean dessert etc,0.0
1642922,OteV,m,28,b,2,1,y,ENTJ,western korean japanese,0.0
1642944,0bzS,m,35,i,7,1,y,ENFP,korean western chinese etc japanese,0.0
1642991,UfBR,m,30,c,0,1,y,INFJ,korean dessert japanese,0.0
1643020,xV3P,m,31,b,11,3,y,ENTJ,western chinese korean japanese,0.0
1643061,zUlj,f,38,i,4,2,y,ENFJ,korean,0.0
1643083,M3au,m,32,i,10,3,y,ENFP,western dessert japanese,0.0
1643090,Zmqt,m,36,n,6,3,y,ENTJ,chinese korean japanese,0.0
1643097,EINw,m,20,d,10,1,y,ISTP,korean,0.0
1643129,zUIM,m,23,c,7,2,y,ESFJ,western chinese korean japanese,0.0
1643157,iFtM,m,39,b,3,2,y,INFJ,western korean dessert,0.0
1643165,qPte,f,32,k,10,1,y,ENFP,korean etc dessert japanese,0.0
1643241,qtX4,m,32,b,10,1,y,ISFP,korean japanese,0.0
1643244,QUBP,m,32,k,10,1,y,ISFJ,western chinese korean,0.0
1643245,ZkeR,f,32,b,10,3,y,ESTJ,dessert japanese,0.0
1643257,7dqv,m,35,o,7,1,y,ISFP,chinese korean japanese,0.0
1643281,qv8j,f,34,j,8,3,y,ISFJ,korean,0.0
1643285,9ZxA,f,36,i,6,2,y,ISFP,japanese,0.0
1643310,BkmJ,f,37,b,5,1,y,ISFP,chinese korean japanese,0.0
1643364,l2jE,m,37,i,5,1,y,ISFJ,western chinese korean japanese,0.0
1643422,Fm4T,f,39,f,3,3,y,ISTJ,western korean,0.0
1643439,Cjl2,m,28,p,2,1,y,ENFP,western korean japanese,0.0
1643463,bFxF,m,39,d,3,1,y,ISFJ,korean japanese,0.0
1643495,JgA1,m,36,n,6,2,y,INFP,dessert korean western chinese japanese,0.0
1643704,0fMk,m,31,b,11,1,y,ISFJ,western korean japanese,0.0
1643724,R00u,m,35,i,7,2,y,INFP,western korean dessert,0.0
1643730,XqF0,m,33,g,9,3,y,ISTP,western,0.0
1643731,pxFr,m,22,b,8,2,y,INTJ,western chinese korean japanese,0.0
1643767,cJH6,m,24,c,6,4,y,INFP,western korean,0.0
1643774,sXtX,m,38,i,4,3,y,ENFP,western chinese korean,0.0
1643822,POeA,f,32,f,10,3,y,ESTJ,western,0.0
1643864,yZ5c,m,34,i,8,4,y,ISFJ,western chinese korean,1.0
1643877,j1ja,f,29,i,1,3,y,ISFP,korean,0.0
1643883,CZdz,f,33,b,9,1,y,INFJ,western,0.0
1643931,8o9O,f,34,h,8,4,y,ESFJ,korean japanese,0.0
1643982,Zy3l,m,39,d,3,3,y,ISFP,western chinese japanese,0.0
1643983,atZO,m,39,f,3,1,y,ISTP,western korean japanese,0.0
1643993,aE7v,m,36,b,6,3,y,INFP,korean chinese dessert western,0.0
1644000,Pjtc,m,37,c,5,3,y,ENFJ,western korean japanese,0.0
1644021,VlkD,f,38,c,4,4,y,ESFP,korean dessert japanese,0.0
1644053,C1My,m,36,i,6,2,y,INFJ,etc korean japanese,0.0
1644057,EYT5,m,37,o,5,4,y,ISFP,western chinese korean japanese,0.0
1644069,n7ap,f,35,f,7,3,y,INTJ,korean japanese,0.0
1644080,czz6,m,32,c,10,2,y,INTP,western chinese korean japanese,0.0
1644083,TziN,f,25,i,5,3,y,ISFP,chinese korean,0.0
1644106,QSGG,m,34,h,8,1,y,ENFJ,dessert korean western chinese japanese,0.0
1644156,25ti,m,38,e,4,1,y,ESFJ,western etc korean japanese,0.0
1644157,AqEv,f,28,b,2,2,y,ESFP,western etc dessert,0.0
1644212,71w9,m,33,b,9,1,y,INFJ,western korean japanese,0.0
1644223,ocpi,f,28,e,2,2,y,ENTP,etc korean,0.0
